Name,League,Age,Height(cm),Weight(kg),OVR,Potential,Value,Wage,Minutes Played,Appearances,Saves,Saves Inside the Box,Penalties Save,Clean Sheets,League Rating,International Reputation,Acceleration,Sprint Speed,Agility,Reactions,Balance,Jumping,Stamina,Strength,Aggression,Interceptions,Vision,Penalties,Composure,Diving,Handling,Kicking,Positioning,Reflexes,Link
Damian Frascarelli,Liga Pro,36,189,82,70,70,180K,500,2329 ,26 ,0 ,0 ,0 ,6 ,,1,46,36,43,70,54,58,41,56,21,21,45,20,59,67,68,69,70,69,https://sofifa.com/player/223843/damian-frascarelli/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timon Wellenreuther,Pro League,25,188,80,70,74,1.7M,9K,2024 ,23 ,10 ,7 ,0 ,8 ,6,1,52,54,45,69,54,75,31,67,19,23,35,23,52,71,68,65,67,72,https://sofifa.com/player/223686/timon-wellenreuther/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runar Alex Runarsson,Premier League,26,186,76,70,74,1.7M,27K,20 ,1 ,2 ,0 ,0 ,0 ,7,1,45,46,43,61,55,59,41,56,23,12,39,22,42,71,68,72,68,71,https://sofifa.com/player/222562/runar-alex-runarsson/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leopold Zingerle,2. Bundesliga,27,185,78,70,70,1.2M,7K,2970 ,33 ,94 ,60 ,3 ,10 ,7,1,38,47,38,65,51,64,34,54,21,11,40,15,47,70,68,66,70,73,https://sofifa.com/player/222546/leopold-zingerle/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mory Diaw,Super League,28,198,98,70,72,1.4M,7K,3060 ,34 ,108 ,66 ,1 ,8 ,6,1,44,42,33,54,36,65,31,72,29,18,37,29,33,72,70,68,68,74,https://sofifa.com/player/220820/mory-diaw/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Escandell,La Liga,25,185,71,70,75,1.9M,9K,450 ,5 ,16 ,11 ,0 ,1 ,6,1,39,34,41,69,56,69,45,51,22,24,39,21,42,67,70,67,67,72,https://sofifa.com/player/220383/aaron-escandell/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofir Marciano,Premiership,31,193,78,70,70,850K,5K,2847 ,32 ,82 ,42 ,1 ,13 ,7,1,40,44,62,69,40,63,33,76,38,16,34,25,48,72,66,61,68,73,https://sofifa.com/player/220314/ofir-marciano/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dillon Phillips,Championship,26,188,89,70,73,1.6M,14K,1429 ,16 ,38 ,26 ,2 ,8 ,7,1,48,43,30,67,54,51,38,58,19,14,20,27,46,72,67,62,69,72,https://sofifa.com/player/220058/dillon-phillips/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orlando Ruben Yanez Alabart,La Liga,27,190,85,70,72,1.5M,11K,900 ,10 ,19 ,10 ,0 ,4 ,6,1,44,43,51,68,28,59,38,68,20,19,30,25,47,69,68,64,68,72,https://sofifa.com/player/219836/orlando-ruben-yanez-alabart/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca Lezzerini,Serie B,26,195,86,70,73,1.6M,9K,1825 ,21 ,51 ,27 ,0 ,9 ,7,1,46,44,39,70,38,55,32,66,24,18,25,25,65,71,66,63,69,73,https://sofifa.com/player/219584/luca-lezzerini/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrik Carlgren,Superliga,29,188,84,70,70,1.1M,7K,2790 ,31 ,79 ,50 ,1 ,8 ,6,1,42,42,52,68,52,64,34,64,29,20,58,21,58,69,69,69,68,72,https://sofifa.com/player/216750/patrik-carlgren/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axel Werner,Liga MX,25,191,85,70,75,1.9M,8K,2250 ,25 ,80 ,56 ,2 ,3 ,6,1,44,46,34,55,43,58,38,75,24,27,50,23,52,74,72,75,68,70,https://sofifa.com/player/215213/axel-werner/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leandro Castellanos,Liga BetPlay,37,183,78,70,70,180K,1K,3240 ,36 ,33 ,18 ,1 ,15 ,6,1,42,44,44,67,51,64,23,62,24,24,51,26,35,68,67,64,72,70,https://sofifa.com/player/214190/leandro-castellanos/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marius Gersbeck,2. Bundesliga,26,187,83,70,72,1.5M,7K,2970 ,33 ,95 ,68 ,3 ,9 ,6,1,41,43,39,69,52,64,36,57,36,23,35,24,52,67,72,58,70,70,https://sofifa.com/player/213573/marius-gersbeck/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mattijs Branderhorst,Eredivisie Playoffs,27,192,87,70,71,1.4M,5K,270 ,3 ,10 ,4 ,0 ,2 ,7,1,40,39,37,63,41,66,28,65,21,10,40,23,55,70,68,66,68,72,https://sofifa.com/player/210832/mattijs-branderhorst/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Drewes,2. Bundesliga,28,194,90,70,70,1.1M,4K,441 ,5 ,17 ,10 ,0 ,1 ,6,1,30,29,29,64,48,33,41,76,35,21,30,26,38,72,66,62,69,71,https://sofifa.com/player/210772/patrick-drewes/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abdullah Al Mayoof,Pro League,34,189,92,70,70,275K,15K,1710 ,19 ,0 ,0 ,0 ,7 ,,1,31,33,34,69,40,55,35,73,25,18,63,40,56,61,72,77,70,73,https://sofifa.com/player/210140/abdullah-al-mayoof/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Bachmann,Championship,26,191,81,70,73,1.6M,20K,2070 ,23 ,37 ,21 ,1 ,13 ,7,1,50,37,40,74,44,57,36,75,31,26,36,31,51,69,67,68,65,71,https://sofifa.com/player/209532/daniel-bachmann/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Uphoff,Bundesliga,27,192,84,70,71,1.4M,11K,180 ,2 ,5 ,2 ,0 ,0 ,5,1,36,40,29,66,34,63,23,64,15,12,26,24,23,69,69,68,69,71,https://sofifa.com/player/206145/benjamin-uphoff/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillaume Hubert,Pro League,27,198,88,70,73,1.6M,6K,3274 ,37 ,27 ,20 ,0 ,7 ,6,1,42,43,33,66,37,57,30,68,31,18,40,16,38,73,65,65,70,71,https://sofifa.com/player/205386/guillaume-hubert/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrian Ortola Vano,La Liga 2,27,187,74,70,70,1.2M,6K,1260 ,14 ,26 ,12 ,0 ,4 ,6,1,49,52,54,63,62,72,43,54,20,19,62,29,60,69,67,74,70,72,https://sofifa.com/player/204966/adrian-ortola-vano/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davy Roef,Pro League,27,187,87,70,72,1.5M,9K,540 ,6 ,0 ,0 ,0 ,2 ,,1,53,48,45,64,49,65,33,68,28,12,41,30,46,73,69,63,69,71,https://sofifa.com/player/204549/davy-roef/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clement Diop,Major League Soccer,27,185,74,70,70,1.2M,4K,720 ,8 ,23 ,17 ,0 ,3 ,7,1,52,51,53,66,33,73,39,61,22,13,36,22,43,73,65,63,70,69,https://sofifa.com/player/204438/clement-diop/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ioannis Gelios,Bundesliga Play-offs,29,190,88,70,70,1.1M,11K,180 ,2 ,9 ,7 ,0 ,1 ,7,1,49,42,41,66,39,66,36,61,38,12,22,17,33,73,66,61,69,72,https://sofifa.com/player/204334/ioannis-gelios/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence Thomas,Superliga,29,191,91,70,70,1.1M,7K,2880 ,32 ,80 ,56 ,0 ,8 ,6,1,32,39,52,69,34,78,32,70,32,12,52,15,52,71,69,72,68,69,https://sofifa.com/player/203423/lawrence-thomas/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ertac Ozbir,Super Lig,31,188,78,70,70,850K,7K,2160 ,24 ,70 ,41 ,1 ,5 ,6,1,29,30,29,63,39,58,30,65,32,13,11,23,51,72,67,65,70,71,https://sofifa.com/player/202778/ertac-ozbir/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Willis,Major League Soccer,32,196,84,70,70,800K,4K,3240 ,36 ,102 ,54 ,1 ,13 ,6,1,47,46,52,63,55,72,26,71,31,24,35,22,46,71,69,64,72,70,https://sofifa.com/player/202215/joe-willis/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jin Hyeon Kim,J-League,33,192,82,70,70,525K,4K,3060 ,34 ,0 ,0 ,0 ,12 ,,1,35,32,45,65,43,68,33,50,14,15,57,15,12,70,67,61,74,71,https://sofifa.com/player/201936/jin-hyeon-kim/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Carlos Coentrao Marafona,Super Lig,34,190,86,70,70,275K,7K,3330 ,37 ,79 ,47 ,1 ,11 ,6,1,36,37,49,64,35,53,29,60,41,21,56,23,41,67,73,66,72,65,https://sofifa.com/player/200798/jose-carlos-coentrao-marafona/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Lampe,Superliga,34,192,85,70,70,275K,7K,0 ,0 ,0 ,0 ,0 ,0 ,,1,32,37,39,63,33,40,25,70,40,27,55,14,52,67,72,64,71,70,https://sofifa.com/player/196885/carlos-lampe/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brice Maubleu,Ligue 2,31,192,83,70,70,850K,3K,2409 ,27 ,64 ,39 ,5 ,12 ,6,1,42,40,31,67,33,65,25,62,23,18,47,26,46,68,69,66,70,69,https://sofifa.com/player/196316/brice-maubleu/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Moore,Premier League,31,191,83,70,70,850K,10K,180 ,2 ,5 ,2 ,0 ,0 ,5,1,50,48,58,64,39,46,36,60,34,23,41,11,49,69,69,71,68,70,https://sofifa.com/player/194150/simon-moore/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neil Etheridge,Championship,31,191,95,70,70,850K,10K,1260 ,14 ,43 ,31 ,0 ,2 ,6,1,46,48,54,69,58,47,34,76,16,24,48,43,60,71,62,60,72,72,https://sofifa.com/player/193186/neil-etheridge/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wes Foderingham,Premier League,30,185,75,70,70,1.1M,12K,0 ,0 ,0 ,0 ,0 ,0 ,,1,46,40,62,67,42,58,34,71,30,19,67,14,53,68,69,72,70,71,https://sofifa.com/player/193182/wes-foderingham/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Antonio Rodriguez,Liga MX,28,186,85,70,71,1.3M,5K,90 ,1 ,1 ,0 ,0 ,6 ,7,1,58,56,57,70,58,74,37,78,31,15,44,21,50,73,60,63,71,72,https://sofifa.com/player/192009/jose-antonio-rodriguez/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomeu Nadal Mesquida,La Liga 2,32,187,82,70,70,800K,5K,3240 ,36 ,85 ,52 ,2 ,10 ,6,1,40,38,35,69,36,67,34,66,25,23,40,23,56,66,68,66,71,72,https://sofifa.com/player/190435/tomeu-nadal-mesquida/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cristopher Toselli,Primera Division,33,183,75,70,70,525K,6K,2610 ,29 ,0 ,0 ,0 ,6 ,,1,56,43,45,69,40,76,44,70,45,30,55,20,58,69,68,70,71,70,https://sofifa.com/player/189357/cristopher-toselli/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthieu Dreyer,Ligue 1,32,188,81,70,70,800K,8K,1350 ,15 ,33 ,15 ,0 ,2 ,6,1,47,53,45,59,40,76,27,68,21,19,22,11,54,70,71,68,67,72,https://sofifa.com/player/184084/matthieu-dreyer/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orestis Karnezis,Ligue 1,35,190,81,70,70,180K,9K,0 ,0 ,0 ,0 ,0 ,0 ,,2,42,33,40,63,47,63,27,66,18,23,36,21,52,69,70,68,70,71,https://sofifa.com/player/183497/orestis-karnezis/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheng Zeng,Super League,34,192,80,70,70,275K,7K,720 ,14 ,23 ,18 ,0 ,5 ,7,2,30,36,31,69,44,55,41,37,40,27,68,18,62,70,66,69,71,70,https://sofifa.com/player/182043/cheng-zeng/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vito Mannone,Ligue 1,33,189,77,70,70,525K,18K,810 ,9 ,19 ,6 ,0 ,2 ,6,1,54,56,42,70,44,75,31,67,29,16,57,43,57,68,67,66,72,71,https://sofifa.com/player/179547/vito-mannone/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rais Mbolhi,Pro League,35,191,88,70,70,180K,8K,1620 ,18 ,0 ,0 ,0 ,3 ,,1,57,41,66,68,56,78,44,75,45,17,58,22,66,71,67,70,67,73,https://sofifa.com/player/171146/rais-mbolhi/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Ruddy,Premier League,34,193,97,70,70,275K,27K,90 ,2 ,3 ,3 ,0 ,0 ,7,2,38,43,23,70,22,68,36,71,24,22,39,18,53,70,66,72,70,71,https://sofifa.com/player/163600/john-ruddy/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vincent Demarconnay,Ligue 2,38,180,71,70,70,180K,2K,3330 ,37 ,71 ,40 ,1 ,13 ,6,1,36,52,45,68,45,60,27,69,28,21,25,21,61,70,68,70,72,68,https://sofifa.com/player/150659/vincent-demarconnay/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serkan Kirintili,Super Lig,36,185,78,70,70,180K,4K,270 ,3 ,11 ,5 ,0 ,1 ,6,1,41,56,57,67,51,69,25,59,32,24,36,10,65,69,69,66,73,69,https://sofifa.com/player/144172/serkan-kirintili/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcelo Barovero,Segunda B - Playoffs,37,182,74,70,70,180K,5K,630 ,7 ,0 ,0 ,0 ,6 ,,1,34,33,31,66,57,68,32,45,34,16,51,20,64,68,66,63,72,71,https://sofifa.com/player/142721/marcelo-barovero/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gianluca Pegolo,Serie A,40,184,76,70,70,180K,7K,90 ,1 ,1 ,1 ,0 ,1 ,7,1,44,42,50,70,47,70,33,54,33,20,33,13,55,68,68,60,70,70,https://sofifa.com/player/106795/gianluca-pegolo/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Alexis Leite Figueira,Serie A,22,189,82,69,77,2.7M,2K,90 ,1 ,1 ,1 ,0 ,1 ,7,1,26,29,36,66,32,40,24,68,22,15,45,15,36,70,67,66,68,69,https://sofifa.com/player/262417/daniel-alexis-leite-figueira/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay Gorter,Eredivisie,21,190,81,69,83,3M,4K,0 ,0 ,0 ,0 ,0 ,0 ,,1,51,48,45,63,35,62,43,57,35,13,62,28,53,70,65,64,71,68,https://sofifa.com/player/262262/jay-gorter/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziga Frelih,1. SNL,23,197,82,69,77,2.7M,3K,90 ,1 ,0 ,0 ,0 ,17 ,,1,32,26,33,46,29,33,23,58,20,12,37,30,28,69,66,67,72,76,https://sofifa.com/player/261499/ziga-frelih/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marko Ilic,Super Liga,23,191,81,69,76,2.4M,5K,450 ,5 ,0 ,0 ,0 ,1 ,,1,38,39,36,67,28,63,32,71,29,13,45,19,47,72,67,59,66,72,https://sofifa.com/player/258718/marko-ilic/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Campisi,Division 1,24,186,88,69,74,1.7M,4K,1620 ,18 ,0 ,0 ,0 ,6 ,,1,33,38,34,60,41,50,26,51,22,16,38,14,36,67,70,68,71,70,https://sofifa.com/player/255473/nicolas-campisi/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florian Kastenmeier,2. Bundesliga,24,192,85,69,73,1.6M,7K,2952 ,33 ,89 ,60 ,0 ,11 ,6,1,26,25,21,69,28,57,25,68,16,20,42,12,32,69,68,67,67,70,https://sofifa.com/player/251292/florian-kastenmeier/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marian Aioani,Liga 1,21,186,80,69,80,2.7M,3K,2956 ,33 ,0 ,0 ,0 ,16 ,,1,35,35,37,64,37,55,33,48,22,14,50,15,23,69,65,66,69,70,https://sofifa.com/player/251036/marian-aioani/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Lazar,Liga 1,29,185,75,69,69,950K,6K,2413 ,28 ,0 ,0 ,0 ,10 ,,1,51,48,65,63,62,67,35,61,34,19,66,16,69,68,67,65,69,70,https://sofifa.com/player/248091/david-lazar/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alvaro Valles Rosa,La Liga 2,23,191,82,69,76,2.4M,3K,2303 ,26 ,60 ,41 ,2 ,6 ,6,1,29,30,29,62,25,41,40,57,22,15,30,14,27,71,68,65,69,67,https://sofifa.com/player/246657/alvaro-valles-rosa/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mads Hermansen,Superliga,20,185,81,69,77,2.6M,4K,0 ,0 ,0 ,0 ,0 ,0 ,,1,49,49,47,56,42,66,25,55,20,16,46,15,41,69,68,69,66,73,https://sofifa.com/player/246158/mads-hermansen/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco Hiller,3. Liga,24,189,89,69,75,1.8M,1K,3339 ,38 ,0 ,0 ,0 ,14 ,,1,34,29,41,54,32,62,19,52,20,12,27,20,14,69,69,60,70,72,https://sofifa.com/player/243778/marco-hiller/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kjell Scherpen,Premier League,21,202,85,69,80,2.7M,12K,0 ,0 ,0 ,0 ,0 ,0 ,,1,37,46,37,62,42,42,37,69,25,7,34,12,51,69,66,66,69,70,https://sofifa.com/player/243675/kjell-scherpen/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Racioppi,Ligue 1,22,186,81,69,74,1.7M,5K,1890 ,21 ,61 ,44 ,1 ,3 ,6,1,31,28,39,71,31,46,20,49,24,9,32,19,43,68,61,62,69,73,https://sofifa.com/player/243573/anthony-racioppi/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Ronning,Allsvenskan,22,201,88,69,77,2.7M,2K,2628 ,30 ,86 ,46 ,0 ,8 ,6,1,15,21,29,58,44,42,45,59,27,10,45,12,36,68,70,67,69,70,https://sofifa.com/player/242200/tim-ronning/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Martin Fernandez,La Liga,22,187,77,69,77,2.7M,7K,0 ,0 ,0 ,0 ,0 ,0 ,,1,48,46,57,63,43,64,30,66,23,20,44,20,48,69,69,68,66,71,https://sofifa.com/player/241119/daniel-martin-fernandez/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca Zidane,La Liga 2,23,183,78,69,76,2.4M,6K,1284 ,15 ,33 ,22 ,0 ,5 ,7,1,33,32,40,64,49,67,38,50,16,14,52,19,33,71,65,64,69,70,https://sofifa.com/player/240311/luca-zidane/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danijel Petkovic,Ligue 1,28,197,90,69,72,1.3M,9K,0 ,0 ,0 ,0 ,0 ,0 ,,1,39,44,34,53,21,34,20,73,21,6,25,19,54,71,68,68,72,71,https://sofifa.com/player/240212/danijel-petkovic/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nico Mantl,Erste Liga,21,193,88,69,77,2.7M,6K,90 ,1 ,0 ,0 ,0 ,1 ,,1,36,29,34,55,42,56,33,69,18,18,30,15,35,70,69,66,67,71,https://sofifa.com/player/239816/nico-mantl/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philipp Kohn,Challenge League,23,190,80,69,75,1.8M,8K,2842 ,32 ,0 ,0 ,0 ,6 ,,1,25,30,33,67,26,41,28,63,28,12,45,16,32,71,65,64,66,70,https://sofifa.com/player/239364/philipp-kohn/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berke Ozer,First Division B,21,190,73,69,80,2.7M,10K,2070 ,23 ,0 ,0 ,0 ,8 ,,1,24,25,31,63,28,34,28,61,29,15,38,18,60,68,68,68,66,73,https://sofifa.com/player/239254/berke-ozer/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce Bvuma,Premier League,26,186,73,69,73,1.5M,500,494 ,6 ,0 ,0 ,0 ,1 ,,1,31,35,41,56,49,62,30,35,23,17,44,20,47,73,73,66,68,67,https://sofifa.com/player/238223/bruce-bvuma/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yanick Van Osch,Eredivisie,24,183,73,69,76,2.4M,4K,2333 ,26 ,86 ,57 ,0 ,3 ,6,1,39,45,37,68,47,69,32,54,21,14,53,24,48,69,66,70,67,71,https://sofifa.com/player/236649/yanick-van-osch/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maarten Paes,Eredivisie,23,191,82,69,76,2.4M,5K,1530 ,17 ,44 ,29 ,1 ,5 ,6,1,31,32,35,68,32,58,34,60,19,12,35,10,33,69,65,67,66,70,https://sofifa.com/player/236571/maarten-paes/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaston Guruceaga,Primera Division,26,194,82,69,74,1.6M,500,720 ,8 ,0 ,0 ,0 ,1 ,,1,32,19,68,65,33,72,28,62,22,11,69,18,29,68,69,64,68,68,https://sofifa.com/player/236543/gaston-guruceaga/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ortwin De Wolf,Pro League,24,189,73,69,74,1.7M,6K,1036 ,12 ,0 ,0 ,0 ,4 ,,1,33,37,39,61,22,53,23,69,26,9,45,16,29,69,67,75,67,72,https://sofifa.com/player/235629/ortwin-de-wolf/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Southwood,Championship,23,185,72,69,76,2.4M,8K,90 ,1 ,2 ,2 ,0 ,0 ,6,1,54,58,68,63,60,65,32,40,45,15,67,12,52,72,60,73,67,74,https://sofifa.com/player/235027/luke-southwood/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remy Descamps,Ligue 1,25,196,82,69,72,1.4M,8K,0 ,0 ,0 ,0 ,0 ,0 ,,1,45,39,29,61,24,32,20,63,22,8,23,12,49,73,67,63,68,69,https://sofifa.com/player/234371/remy-descamps/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caio Rodrigo Padricio Resende,Ligue 1,29,186,79,69,69,950K,6K,0 ,0 ,0 ,0 ,0 ,0 ,,1,22,26,39,60,20,55,39,41,36,13,45,16,34,69,71,46,70,73,https://sofifa.com/player/233975/caio-rodrigo-padricio-resende/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masaaki Higashiguchi,J-League,35,184,78,69,69,150K,3K,3060 ,34 ,0 ,0 ,0 ,8 ,,1,34,32,34,66,46,59,45,54,26,12,25,15,26,66,69,74,70,68,https://sofifa.com/player/232441/masaaki-higashiguchi/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josip Posavec,1. HNL,25,190,85,69,73,1.5M,500,1260 ,14 ,0 ,0 ,0 ,4 ,,1,44,39,55,66,44,56,34,57,24,14,38,19,36,73,62,65,65,75,https://sofifa.com/player/232350/josip-posavec/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dong Joon Kim,K League 2,26,189,85,69,69,1.1M,3K,450 ,5 ,0 ,0 ,0 ,1 ,,1,43,43,40,64,56,61,42,44,32,19,48,18,62,71,68,65,68,70,https://sofifa.com/player/232065/dong-joon-kim/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mateusz Lis,Ekstraklasa,24,192,83,69,75,1.8M,5K,90 ,1 ,0 ,0 ,0 ,1 ,,1,27,27,37,54,35,33,26,57,19,8,44,16,35,74,66,62,67,74,https://sofifa.com/player/232007/mateusz-lis/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Miller,Major League Soccer,28,193,93,69,71,1.2M,3K,2700 ,30 ,101 ,64 ,1 ,11 ,7,1,33,32,33,66,40,56,28,58,26,14,42,15,52,69,65,69,70,68,https://sofifa.com/player/231878/tyler-miller/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxence Prevot,Ligue 2,24,187,81,69,75,1.8M,2K,3240 ,36 ,99 ,58 ,1 ,16 ,7,1,43,26,29,63,46,66,27,57,18,11,50,14,59,69,68,68,69,69,https://sofifa.com/player/231841/maxence-prevot/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Verrips,Eredivisie,24,195,90,69,75,1.8M,8K,180 ,2 ,6 ,3 ,0 ,0 ,6,1,17,16,23,62,21,32,17,67,23,7,28,16,28,71,68,71,65,72,https://sofifa.com/player/231413/michael-verrips/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefan Marinovic,A-League,29,191,95,69,69,,,540 ,6 ,19 ,9 ,0 ,0 ,6,1,45,51,44,71,44,59,45,77,16,25,26,22,45,72,65,58,63,71,https://sofifa.com/player/231056/stefan-marinovic/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miguel Kaique Acuna Mutto,A-League,29,191,82,69,69,950K,7K,540 ,6 ,19 ,9 ,0 ,0 ,6,1,44,41,52,69,37,71,31,67,45,44,71,22,61,79,55,66,55,83,https://sofifa.com/player/230314/miguel-kaique-acuna-mutto/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luciano Renato Cacheira Sa,A-League,25,181,75,69,69,1.1M,5K,540 ,6 ,19 ,9 ,0 ,0 ,6,1,29,33,49,66,50,64,22,38,33,8,48,18,49,76,62,77,55,76,https://sofifa.com/player/230164/luciano-renato-cacheira-sa/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Manuel Perez Ruiz,La Liga,24,187,83,69,75,1.8M,8K,270 ,3 ,5 ,3 ,0 ,1 ,6,1,32,35,34,57,33,45,28,69,23,22,30,24,41,69,67,60,69,73,https://sofifa.com/player/228456/juan-manuel-perez-ruiz/220039/
