,Name,League,Age,Height(cm),Weight(kg),OVR,Potential,Value,Wage,Minutes Played,Appearances,Saves,Saves Inside the Box,Penalties Save,Clean Sheets,League Rating,International Reputation,Acceleration,Sprint Speed,Agility,Reactions,Balance,Jumping,Stamina,Strength,Aggression,Interceptions,Vision,Penalties,Composure,Diving,Handling,Kicking,Positioning,Reflexes,Link
708,Aleksandr Vasyutin,Allsvenskan,26,190,80,67,71,1100000.0,2000.0,836,10,17,12,0,5,6.0,1,33,40,31,67,48,30,28,59,21,20,15,20,41,69,61,65,66,70,https://sofifa.com/player/219969/aleksandr-vasyutin/220039/
709,Marko Johansson,Allsvenskan,22,193,86,67,74,1800000.0,3000.0,810,9,20,11,0,0,6.0,1,40,42,39,58,42,68,35,63,23,22,32,15,51,69,64,75,63,71,https://sofifa.com/player/226524/marko-johansson/220039/
710,Fabian De Keijzer,Eredivisie,21,193,83,67,78,2000000.0,3000.0,720,8,19,15,0,1,6.0,1,32,29,37,66,32,56,28,64,21,9,40,15,31,68,64,66,64,69,https://sofifa.com/player/253442/fabian-de-keijzer/220039/
711,Fatih Ozturk,Super Lig,34,191,86,67,67,170000.0,12000.0,720,8,21,14,0,4,7.0,1,55,57,44,57,35,68,39,79,44,24,32,12,55,68,63,63,68,70,https://sofifa.com/player/166097/fatih-ozturk/220039/
712,Andre Campos Moreira,Primeira Liga,25,194,85,67,72,1200000.0,3000.0,714,8,30,16,0,4,7.0,1,55,49,35,63,45,51,42,73,27,19,49,24,51,68,67,66,63,67,https://sofifa.com/player/224953/andre-campos-moreira/220039/
713,Dejan Stojanovic,2. Bundesliga,27,196,89,67,68,875000.0,7000.0,676,8,20,12,0,2,6.0,1,34,42,34,64,35,60,34,60,24,18,28,21,60,68,64,60,65,70,https://sofifa.com/player/205759/dejan-stojanovic/220039/
714,Filip Kurto,A-League,30,191,82,67,67,675000.0,1000.0,665,8,28,13,0,2,7.0,1,56,60,52,67,43,51,42,67,38,20,22,15,51,67,63,58,67,69,https://sofifa.com/player/193302/filip-kurto/220039/
715,German Parreno Boix,Segunda B - Playoffs,28,189,78,67,69,875000.0,2000.0,630,7,0,0,0,4,,1,37,35,41,64,40,70,33,65,38,21,46,24,49,64,67,63,65,68,https://sofifa.com/player/212453/german-parreno-boix/220039/
716,James Shea,Championship,30,181,76,67,67,675000.0,4000.0,630,7,11,4,0,3,6.0,1,28,26,34,62,48,44,28,41,19,15,37,17,47,67,65,60,67,67,https://sofifa.com/player/193013/james-shea/220039/
717,Joao Manuel Neves Virginia,Premier League 2 Division One,21,192,84,67,79,2200000.0,11000.0,540,6,0,0,0,2,,1,54,50,30,61,33,40,16,57,29,10,41,12,46,69,66,65,63,70,https://sofifa.com/player/237704/joao-manuel-neves-virginia/220039/
718,Muhammed Sengezer,1. Lig,24,192,80,67,73,1300000.0,7000.0,540,6,0,0,0,5,,1,34,36,42,60,32,58,22,58,19,12,32,19,39,67,64,61,65,70,https://sofifa.com/player/235931/muhammed-sengezer/220039/
719,Felix Wiedwald,Eredivisie,31,190,86,67,67,550000.0,2000.0,540,6,23,11,0,0,6.0,2,38,41,43,67,45,68,44,78,35,15,51,22,63,70,61,66,64,70,https://sofifa.com/player/197439/felix-wiedwald/220039/
720,Facundo Altamirano,Superliga,25,186,78,67,73,1300000.0,4000.0,46,1,2,2,0,0,6.0,1,45,45,43,63,32,69,39,58,31,25,42,27,48,68,68,67,63,67,https://sofifa.com/player/227477/facundo-altamirano/220039/
721,Gaston Olveira,Division 1,28,191,80,67,70,950000.0,500.0,450,5,0,0,0,0,,1,16,23,27,65,29,35,18,63,21,12,41,12,34,67,69,53,68,63,https://sofifa.com/player/254601/gaston-olveira/220039/
722,Ivan Zlobin,Primeira Liga,24,191,84,67,72,1200000.0,2000.0,450,5,17,9,0,0,6.0,1,30,28,55,70,35,52,25,59,28,10,42,15,37,66,65,61,66,67,https://sofifa.com/player/236046/ivan-zlobin/220039/
723,Thiago Rodrigues Da Silva,Segunda Liga,25,185,75,67,72,1200000.0,2000.0,450,5,0,0,0,1,,1,23,33,25,69,41,56,20,60,27,23,50,31,32,66,62,63,67,67,https://sofifa.com/player/234379/thiago-rodrigues-da-silva/220039/
724,Tino Casali,Admiral Bundesliga,25,192,82,67,69,975000.0,4000.0,450,5,21,14,0,0,6.0,1,33,25,30,62,29,51,32,38,19,9,32,13,34,67,65,64,66,68,https://sofifa.com/player/222024/tino-casali/220039/
725,Ben Amos,League One,31,193,76,67,67,550000.0,2000.0,4140,46,126,80,1,17,6.0,1,50,45,54,61,52,57,28,62,28,23,63,11,61,67,66,70,65,68,https://sofifa.com/player/173531/ben-amos/220039/
726,Joe Lumley,Championship,26,190,73,67,71,1100000.0,7000.0,390,5,10,6,0,3,7.0,1,43,46,30,64,51,51,38,51,26,25,45,17,28,68,66,69,64,67,https://sofifa.com/player/217096/joe-lumley/220039/
727,Daniel Jimenez Lopez,La Liga 2,31,179,72,67,67,550000.0,3000.0,3780,42,82,51,0,16,6.0,1,49,52,65,66,54,77,40,66,31,25,54,25,47,67,65,62,65,70,https://sofifa.com/player/194934/daniel-jimenez-lopez/220039/
728,Jamie Cumming,League Two,21,186,79,67,76,2000000.0,2000.0,3690,41,97,59,0,17,6.0,1,37,39,52,63,48,65,30,55,24,8,41,17,44,67,66,66,66,68,https://sofifa.com/player/238070/jamie-cumming/220039/
729,Bailey Peacock Farrell,Premier League,24,192,74,67,73,1300000.0,7000.0,360,4,10,8,0,0,6.0,1,54,51,40,62,59,68,40,61,24,20,35,29,47,68,67,68,62,69,https://sofifa.com/player/229091/bailey-peacock-farrell/220039/
730,Manuel Kuttin,Admiral Bundesliga,27,194,94,67,68,875000.0,5000.0,360,4,13,11,0,0,6.0,1,34,35,26,61,40,32,14,70,25,19,40,16,33,68,65,68,65,67,https://sofifa.com/player/210502/manuel-kuttin/220039/
731,Trevor Carson,Premiership,33,182,80,67,67,325000.0,2000.0,360,4,8,5,1,2,7.0,1,50,48,56,62,67,65,43,68,37,17,60,23,50,66,66,65,67,66,https://sofifa.com/player/166764/trevor-carson/220039/
732,Morten Behrens,3. Liga,24,193,89,67,70,1100000.0,3000.0,3420,38,0,0,0,11,,1,26,27,23,50,20,37,23,56,25,13,54,11,35,69,69,66,68,68,https://sofifa.com/player/243925/morten-behrens/220039/
733,Matt Ingram,League One,27,190,82,67,69,925000.0,4000.0,3420,38,77,51,0,16,6.0,1,34,39,57,53,28,57,21,57,16,11,25,18,46,72,65,67,65,70,https://sofifa.com/player/204502/matt-ingram/220039/
734,Daniel Batz,3. Liga,30,191,88,67,67,675000.0,2000.0,3420,38,0,0,0,9,,1,36,33,44,64,38,61,29,61,23,14,36,23,35,67,64,65,64,70,https://sofifa.com/player/199803/daniel-batz/220039/
735,Sonny Stevens,Eerste Divisie,29,194,93,67,68,775000.0,2000.0,3330,37,108,73,0,15,7.0,1,38,36,42,71,40,60,30,65,29,11,39,26,55,67,64,59,68,66,https://sofifa.com/player/215533/sonny-stevens/220039/
736,Axel Maraval,Ligue 2,27,184,79,67,70,1000000.0,2000.0,3330,37,99,62,2,10,6.0,1,42,40,33,55,56,55,18,58,23,19,42,34,31,70,63,64,68,69,https://sofifa.com/player/215097/axel-maraval/220039/
737,Gonzalo Falcon,Primera Division,24,190,85,67,73,1300000.0,500.0,3240,36,0,0,0,7,,1,35,22,31,67,31,65,28,61,17,10,44,15,25,66,65,66,65,66,https://sofifa.com/player/266215/gonzalo-falcon/220039/
738,Alexandre Olliero,Ligue 2,25,193,85,67,72,1200000.0,1000.0,3240,36,100,54,2,9,6.0,1,47,45,39,59,41,59,23,75,19,17,24,27,51,68,63,66,65,70,https://sofifa.com/player/231105/alexandre-olliero/220039/
739,Jak Alnwick,Premiership,28,187,82,67,68,800000.0,2000.0,3006,34,97,61,0,10,6.0,1,42,53,50,62,52,70,41,60,39,20,52,44,47,67,66,64,66,66,https://sofifa.com/player/204354/jak-alnwick/220039/
740,Brad Stuver,Major League Soccer,30,191,81,67,67,675000.0,2000.0,2970,33,137,88,1,5,7.0,1,49,44,48,60,50,55,42,75,15,17,17,25,24,69,66,66,67,67,https://sofifa.com/player/213206/brad-stuver/220039/
741,Enzo Basilio,Ligue 2,26,187,75,67,67,800000.0,2000.0,2880,32,83,51,1,13,6.0,1,44,49,30,67,65,54,26,58,21,21,23,20,22,67,64,64,63,68,https://sofifa.com/player/212735/enzo-basilio/220039/
742,Andreas Leitner,Admiral Bundesliga,27,184,72,67,69,925000.0,3000.0,2880,32,96,61,1,8,6.0,1,22,26,30,64,31,46,17,37,23,10,39,28,32,68,67,62,65,68,https://sofifa.com/player/204922/andreas-leitner/220039/
743,Danijel Zagorac,1. HNL,34,186,80,67,67,170000.0,500.0,270,3,7,4,1,2,9.0,1,46,39,49,66,32,47,21,56,21,16,54,17,24,71,65,62,61,70,https://sofifa.com/player/244258/danijel-zagorac/220039/
744,Siyabonga Mpontshane,Premier League,35,183,79,67,67,110000.0,500.0,270,3,0,0,0,1,,1,48,45,33,52,55,64,31,70,22,23,46,22,39,69,65,65,68,71,https://sofifa.com/player/225983/siyabonga-mpontshane/220039/
745,Max Oleary,Championship,24,185,78,67,72,1200000.0,7000.0,270,3,12,8,0,1,7.0,1,38,48,30,48,48,58,43,52,26,19,46,29,42,71,65,64,65,72,https://sofifa.com/player/220807/max-oleary/220039/
746,Nery Veloso,Primera Division,34,181,80,67,67,170000.0,1000.0,270,3,0,0,0,0,,1,57,52,40,65,64,70,43,62,30,15,39,21,45,68,63,60,65,68,https://sofifa.com/player/214706/nery-veloso/220039/
747,Joris Delle,Premier League,31,190,85,67,67,550000.0,4000.0,270,3,0,0,0,0,,1,52,46,39,66,22,51,24,66,31,25,20,22,52,65,67,61,66,65,https://sofifa.com/player/194198/joris-delle/220039/
748,Marcus Sandberg,Eliteserien,30,191,80,67,67,675000.0,1000.0,2569,29,119,73,1,6,7.0,1,30,36,34,67,37,55,37,67,39,22,53,14,55,67,65,65,66,67,https://sofifa.com/player/191153/marcus-sandberg/220039/
749,Florin Iacob,Liga 1,27,180,84,67,70,1000000.0,3000.0,2537,29,0,0,0,12,,1,50,47,48,68,46,66,32,52,31,16,38,12,27,65,63,67,62,71,https://sofifa.com/player/257794/florin-iacob/220039/
750,David Ochoa,Major League Soccer,20,188,80,67,76,1900000.0,1000.0,2520,28,92,45,1,6,6.0,1,28,25,33,64,38,59,38,68,20,9,38,14,31,66,66,64,64,69,https://sofifa.com/player/247428/david-ochoa/220039/
751,Ferdinand Oswald,Admiral Bundesliga,30,184,77,67,67,675000.0,3000.0,2496,28,83,54,1,5,6.0,1,23,23,25,60,45,55,17,77,24,8,29,19,27,69,64,62,68,65,https://sofifa.com/player/250781/ferdinand-oswald/220039/
752,Bum Keun Song,K-League 1,23,194,88,67,75,2000000.0,3000.0,2430,27,0,0,0,11,,1,24,27,31,63,24,31,22,40,23,11,55,15,58,68,64,65,67,68,https://sofifa.com/player/238570/bum-keun-song/220039/
753,Mark Birighitti,A-League,30,189,84,67,67,675000.0,950.0,2430,27,65,39,0,8,6.0,1,46,50,66,57,41,66,32,62,42,23,33,14,63,69,66,62,66,67,https://sofifa.com/player/188278/mark-birighitti/220039/
754,Samuel Sahin Radlinger,Admiral Bundesliga,28,196,94,67,68,800000.0,3000.0,2340,26,78,45,0,6,6.0,1,52,50,36,64,42,55,29,59,16,12,45,16,51,68,62,59,66,70,https://sofifa.com/player/193272/samuel-sahin-radlinger/220039/
755,Yahia Fofana,Ligue 2,20,194,89,67,78,1900000.0,2000.0,233,3,16,9,0,1,7.0,1,40,43,35,65,29,58,26,77,25,10,30,11,22,67,65,63,65,70,https://sofifa.com/player/242179/yahia-fofana/220039/
756,Matija Sarkic,League One,23,195,76,67,73,1300000.0,14000.0,2306,26,60,37,1,9,6.0,1,40,33,33,65,28,47,20,39,20,6,22,26,27,67,64,64,65,67,https://sofifa.com/player/231028/matija-sarkic/220039/
757,Rafael Simao De Aseiro Vieira,League One,29,190,85,67,67,700000.0,9000.0,2306,26,60,37,1,9,6.0,1,41,44,38,65,40,46,45,53,34,20,38,28,60,67,59,58,68,71,https://sofifa.com/player/230321/rafael-simao-de-aseiro-vieira/220039/
758,Filipe Vicente Traeira Lopes,League One,29,192,81,67,67,700000.0,6000.0,2306,26,60,37,1,9,6.0,1,38,37,24,72,31,67,39,82,38,30,66,24,48,61,60,40,77,67,https://sofifa.com/player/230172/filipe-vicente-traeira-lopes/220039/
759,Felipe Melvin Azevedo Lima,League One,33,184,77,67,67,325000.0,4000.0,2306,26,60,37,1,9,6.0,1,54,35,61,55,50,67,37,64,37,24,48,20,51,65,63,61,64,77,https://sofifa.com/player/230166/felipe-melvin-azevedo-lima/220039/
760,Elias Rafn Olafsson,First Division,21,201,85,67,78,2000000.0,5000.0,2250,25,0,0,0,5,,1,33,33,39,56,32,49,44,75,43,15,49,17,45,70,66,54,70,66,https://sofifa.com/player/246704/elias-rafn-olafsson/220039/
761,Seung Hoon Oh,K League 2,33,192,79,67,67,325000.0,2000.0,2250,25,0,0,0,9,,1,43,48,31,58,46,55,16,66,18,20,42,21,55,68,65,62,70,68,https://sofifa.com/player/228130/seung-hoon-oh/220039/
762,Andrew Redmayne,A-League,32,194,83,67,67,500000.0,3000.0,2250,25,88,48,0,9,7.0,1,42,47,40,64,21,36,34,69,26,19,36,20,50,67,66,63,67,67,https://sofifa.com/player/183244/andrew-redmayne/220039/
763,Dmytro Riznyk,Premier League,22,186,77,67,74,,,2160,24,0,0,0,7,,1,52,43,25,65,31,41,26,50,28,12,48,30,45,67,64,72,66,68,https://sofifa.com/player/265628/dmytro-riznyk/220039/
764,Yuya Oki,J-League,21,184,82,67,74,1800000.0,2000.0,2160,24,0,0,0,6,,1,35,38,46,67,51,66,17,64,21,11,31,15,23,68,59,63,64,71,https://sofifa.com/player/242774/yuya-oki/220039/
765,Gabriel Castellon,Primera Division,27,190,75,67,69,925000.0,2000.0,2160,24,0,0,0,6,,1,45,38,45,68,49,66,32,78,42,23,38,43,21,66,63,58,68,70,https://sofifa.com/player/219941/gabriel-castellon/220039/
766,Yannick Thoelen,Pro League,30,188,81,67,67,675000.0,4000.0,2160,24,37,24,0,5,6.0,1,36,42,43,61,33,68,27,61,27,13,40,20,36,65,69,64,69,66,https://sofifa.com/player/188202/yannick-thoelen/220039/
767,Brad Jones,Pro League,39,193,87,67,67,110000.0,1000.0,2160,24,0,0,0,5,,1,52,55,25,63,30,69,40,72,32,23,30,35,56,65,65,61,70,67,https://sofifa.com/player/165735/brad-jones/220039/
768,Ruben Ahumera,Pro League,21,190,88,67,67,900000.0,500.0,2160,24,0,0,0,5,,1,55,50,60,68,47,69,43,78,40,25,64,40,32,66,67,67,66,64,https://sofifa.com/player/160013/ruben-ahumera/220039/
769,Mads Christiansen,Obos-Ligaen,20,186,76,67,77,1900000.0,1000.0,2070,23,0,0,0,11,,1,37,32,41,58,35,52,33,58,20,14,49,18,38,67,66,64,66,68,https://sofifa.com/player/240489/mads-christiansen/220039/
770,Akihiro Hayashi,J-League,34,195,90,67,67,170000.0,3000.0,2039,36,0,0,0,9,,1,52,44,56,58,41,66,35,76,25,15,56,27,40,68,65,62,70,67,https://sofifa.com/player/197851/akihiro-hayashi/220039/
771,Marko Marosi,Championship,27,190,80,67,69,925000.0,3000.0,1800,20,57,40,0,4,6.0,1,40,42,39,62,48,54,27,67,17,21,58,28,64,67,65,64,66,68,https://sofifa.com/player/221531/marko-marosi/220039/
772,Matt Macey,Premier League 2 Division One,26,205,93,67,69,950000.0,2000.0,180,2,0,0,0,1,,1,38,40,37,59,33,69,33,57,25,15,48,22,44,68,66,64,68,66,https://sofifa.com/player/213407/matt-macey/220039/
773,Zlatan Alomerovic,Ekstraklasa,30,187,85,67,67,675000.0,3000.0,180,2,0,0,0,0,,1,36,38,39,66,42,65,24,70,31,12,35,20,52,68,66,62,64,68,https://sofifa.com/player/208764/zlatan-alomerovic/220039/
774,Hobie Verhulst,Eredivisie,28,191,92,67,69,875000.0,3000.0,180,2,2,2,0,0,6.0,1,45,52,45,64,61,63,45,66,22,17,17,36,38,66,63,70,64,69,https://sofifa.com/player/200696/hobie-verhulst/220039/
775,Kevin Fickentscher,Super League Play-offs,32,183,78,67,67,500000.0,6000.0,180,2,0,0,0,0,,1,48,54,52,60,25,66,45,35,28,24,62,13,51,67,65,63,68,70,https://sofifa.com/player/193411/kevin-fickentscher/220039/
776,Martin Hansen,2. Bundesliga,31,188,85,67,67,550000.0,7000.0,180,2,3,2,0,0,6.0,1,51,48,48,69,51,67,33,67,24,24,42,14,56,65,64,64,66,67,https://sofifa.com/player/184040/martin-hansen/220039/
777,Ertugrul Taskiran,Super Lig,31,191,83,67,67,550000.0,4000.0,1710,19,63,40,0,5,6.0,1,52,56,54,67,32,74,27,43,23,23,46,21,52,67,66,61,65,69,https://sofifa.com/player/194372/ertugrul-taskiran/220039/
778,Alexander Kofler,Admiral Bundesliga,34,194,87,67,67,170000.0,5000.0,1673,19,53,30,0,4,6.0,1,48,44,32,66,34,66,43,76,18,9,34,23,26,65,66,62,69,67,https://sofifa.com/player/217502/alexander-kofler/220039/
779,Scott Bain,Premiership,29,183,84,67,67,700000.0,13000.0,1620,18,39,21,1,7,6.0,1,55,52,65,64,53,72,30,66,32,24,62,19,59,68,62,68,61,72,https://sofifa.com/player/198625/scott-bain/220039/
780,Eduard Pap,Liga 1,27,182,82,67,69,925000.0,3000.0,1530,18,0,0,0,4,,1,32,30,33,53,38,45,26,32,26,6,46,17,32,68,70,60,66,70,https://sofifa.com/player/248000/eduard-pap/220039/
781,Jhohan Gutierrez,Liga De Futbol Prof,24,177,72,67,68,950000.0,500.0,1450,17,0,0,0,6,,1,50,49,45,70,32,71,40,69,35,20,49,17,56,65,65,64,66,66,https://sofifa.com/player/253637/jhohan-gutierrez/220039/
782,Joan Garcia Pons,Segunda B - Playoffs,20,192,77,67,82,2100000.0,3000.0,136,2,0,0,0,0,,1,45,40,43,65,42,67,35,55,24,13,45,18,50,66,66,66,65,66,https://sofifa.com/player/259532/joan-garcia-pons/220039/
783,Keisuke Osako,J-League,21,187,86,67,72,1300000.0,2000.0,1350,15,0,0,0,6,,1,28,32,27,63,38,42,22,68,19,8,38,15,45,68,66,65,62,70,https://sofifa.com/player/244654/keisuke-osako/220039/
784,Diego Novoa,Liga BetPlay,32,186,80,67,67,500000.0,1000.0,1350,15,47,32,2,4,7.0,1,46,49,32,57,39,52,33,63,17,16,34,20,38,64,73,73,68,64,https://sofifa.com/player/214351/diego-novoa/220039/
785,Mickey Van Der Hart,Ekstraklasa,27,188,87,67,68,875000.0,3000.0,1350,15,0,0,0,6,,1,41,43,35,62,46,61,33,60,23,26,61,27,48,68,65,70,65,68,https://sofifa.com/player/208782/mickey-van-der-hart/220039/
786,Ben Hamer,Championship,33,192,91,67,67,325000.0,7000.0,1306,15,36,23,0,5,6.0,1,45,45,50,63,56,54,35,64,34,23,46,22,54,68,62,66,66,68,https://sofifa.com/player/170008/ben-hamer/220039/
787,Javier Rojas,Liga De Futbol Prof,25,185,86,67,72,1200000.0,500.0,1215,14,0,0,0,6,,1,29,24,25,67,39,59,24,44,26,8,29,16,26,65,65,68,65,67,https://sofifa.com/player/251498/javier-rojas/220039/
788,Konstantinos Tzolakis,Super League,18,193,80,67,81,2100000.0,500.0,12,1,0,0,0,0,,1,47,53,59,65,53,70,40,66,27,8,48,16,49,68,64,61,65,69,https://sofifa.com/player/252552/konstantinos-tzolakis/220039/
789,Lennart Grill,Eliteserien,22,192,84,67,73,1300000.0,9000.0,1170,13,34,21,0,0,6.0,1,38,43,40,62,29,56,31,60,20,8,45,11,38,70,61,61,63,72,https://sofifa.com/player/236613/lennart-grill/220039/
790,Arnau Tenas Urena,La Liga,20,185,85,67,81,2100000.0,16000.0,0,0,0,0,0,0,,1,47,42,56,64,45,64,21,38,23,7,42,15,22,65,69,68,66,64,https://sofifa.com/player/259065/arnau-tenas-urena/220039/
791,Guillermo De Amores,Primera Division,26,186,76,67,70,1000000.0,750.0,0,0,0,0,0,0,,1,26,22,25,60,35,55,20,46,16,15,66,19,22,65,64,70,64,73,https://sofifa.com/player/258133/guillermo-de-amores/220039/
792,Simon Ngapandouetnbu,Ligue 1,18,186,74,67,77,1800000.0,1000.0,0,0,0,0,0,0,,1,28,15,36,40,43,59,26,55,18,6,31,11,28,72,68,65,66,72,https://sofifa.com/player/255151/simon-ngapandouetnbu/220039/
793,Vincent Muller,Eredivisie,20,190,91,67,78,1900000.0,3000.0,0,0,0,0,0,0,,1,29,33,31,56,24,42,23,69,19,9,32,13,34,67,64,66,66,70,https://sofifa.com/player/251330/vincent-muller/220039/
794,Gaetan Poussin,Ligue 1,22,184,85,67,75,2000000.0,5000.0,0,0,0,0,0,0,,1,17,25,22,57,46,58,22,59,21,10,24,16,51,68,66,64,67,66,https://sofifa.com/player/240751/gaetan-poussin/220039/
795,Markus Schubert,Bundesliga,23,187,82,67,74,1700000.0,4000.0,0,0,0,0,0,0,,1,46,30,44,67,45,71,28,56,23,16,52,12,35,69,64,62,61,71,https://sofifa.com/player/234383/markus-schubert/220039/
796,Dominik Reimann,Bundesliga Play-offs,24,186,82,67,70,1100000.0,1000.0,0,0,0,0,0,0,,1,44,46,53,60,50,65,31,47,24,20,51,17,45,68,62,71,70,68,https://sofifa.com/player/228607/dominik-reimann/220039/
797,Vaso Vasic,Pro League,31,186,80,67,67,550000.0,4000.0,0,0,0,0,0,0,,1,45,48,35,56,54,56,24,66,18,23,48,24,26,68,63,65,68,69,https://sofifa.com/player/223968/vaso-vasic/220039/
798,Jordan Smith,Championship,26,183,75,67,69,950000.0,12000.0,0,0,0,0,0,0,,1,36,33,48,69,44,60,29,55,27,14,40,23,51,65,63,55,64,73,https://sofifa.com/player/222876/jordan-smith/220039/
799,Shuichi Gonda,Primeira Liga,32,187,83,67,67,500000.0,1000.0,0,0,0,0,0,0,,1,55,43,41,66,46,54,43,54,28,11,65,29,30,67,66,64,65,68,https://sofifa.com/player/217649/shuichi-gonda/220039/
800,Jakob Busk,Bundesliga,27,189,88,67,68,875000.0,7000.0,0,0,0,0,0,0,,1,45,42,30,66,56,56,33,64,20,29,58,12,26,69,62,65,65,70,https://sofifa.com/player/209957/jakob-busk/220039/
801,Colin Coosemans,Pro League,28,186,84,67,68,800000.0,6000.0,0,0,0,0,0,0,,1,43,46,47,63,37,71,30,63,31,18,48,37,57,67,63,69,68,69,https://sofifa.com/player/200059/colin-coosemans/220039/
802,Przemyslaw Tyton,Eredivisie,34,195,88,67,67,170000.0,4000.0,0,0,0,0,0,0,,2,51,49,48,69,40,65,31,71,32,22,35,22,51,67,64,70,66,66,https://sofifa.com/player/176094/przemyslaw-tyton/220039/
803,Nicola Ravaglia,Serie A,32,184,84,67,67,500000.0,5000.0,0,0,0,0,0,0,,1,29,31,39,65,28,33,18,55,19,15,60,32,49,64,65,60,66,69,https://sofifa.com/player/173165/nicola-ravaglia/220039/
804,Facundo Cambeses,Superliga,24,184,80,66,74,1600000.0,3000.0,990,11,28,18,0,2,6.0,1,49,44,39,63,55,68,34,53,27,24,44,14,49,66,63,63,64,67,https://sofifa.com/player/232645/facundo-cambeses/220039/
805,Go Hatano,J-League,23,198,97,66,71,1000000.0,2000.0,900,10,0,0,0,6,,1,18,32,35,60,23,51,28,43,30,8,41,12,25,67,66,60,63,68,https://sofifa.com/player/241217/go-hatano/220039/
806,Quentin Westberg,Major League Soccer,35,185,78,66,66,90000.0,1000.0,900,10,35,25,0,0,6.0,1,34,49,46,60,55,78,34,72,16,16,49,16,50,66,65,66,66,66,https://sofifa.com/player/157888/quentin-westberg/220039/
807,Stefan Bajic,Ligue 1,19,191,84,66,79,1800000.0,550.0,90,1,0,0,0,0,5.0,1,28,20,35,60,42,55,29,41,21,10,43,11,25,67,64,59,64,67,https://sofifa.com/player/245865/stefan-bajic/220039/
808,Sebastien Cibois,National 3: Paris Île-de-France,23,192,83,66,72,1100000.0,3000.0,90,1,0,0,0,0,,1,36,30,31,57,54,59,30,65,20,15,30,15,48,67,64,66,61,71,https://sofifa.com/player/242242/sebastien-cibois/220039/
809,Jeremy Vachoux,Ligue 2,26,183,76,66,69,850000.0,2000.0,90,1,3,2,0,0,6.0,1,42,45,39,64,41,38,32,36,19,23,32,23,48,67,63,63,64,67,https://sofifa.com/player/229704/jeremy-vachoux/220039/
810,Jokin Ezkieta Mendiburu,La Liga,24,193,80,66,71,1000000.0,5000.0,90,1,1,0,0,0,6.0,1,41,49,36,65,41,57,38,66,25,20,32,24,33,65,64,65,67,66,https://sofifa.com/player/225395/jokin-ezkieta-mendiburu/220039/
811,Fawaz Al Qarni,Pro League,29,184,86,66,67,650000.0,8000.0,90,1,0,0,0,1,,1,42,46,50,64,52,60,31,52,24,18,21,23,46,67,61,61,65,69,https://sofifa.com/player/208968/fawaz-al-qarni/220039/
812,Nicolo Manfredini,Serie A,33,190,80,66,66,275000.0,1000.0,90,1,4,2,0,0,6.0,1,49,40,37,55,44,51,32,71,17,26,22,23,57,69,64,63,63,68,https://sofifa.com/player/208778/nicolo-manfredini/220039/
813,Jordan Archer,Premier League 2 Divison Two,28,191,80,66,68,725000.0,4000.0,90,1,0,0,0,0,,1,43,42,50,54,40,61,27,57,25,16,31,28,38,67,65,66,66,67,https://sofifa.com/player/205352/jordan-archer/220039/
814,Sebastien Bruzzese,Pro League,32,185,80,66,66,425000.0,3000.0,90,1,4,4,0,0,7.0,1,36,43,46,61,35,61,26,57,24,15,43,29,38,65,63,65,70,66,https://sofifa.com/player/182897/sebastien-bruzzese/220039/
815,Michael Mcgovern,Premier League 2 Divison Two,36,191,89,66,66,90000.0,5000.0,90,1,0,0,0,1,,1,32,31,44,59,33,52,33,49,18,9,40,14,30,68,64,64,66,67,https://sofifa.com/player/163201/michael-mcgovern/220039/
816,Jefferson Epazo,Premier League 2 Divison Two,37,190,88,66,66,90000.0,500.0,90,1,0,0,0,1,,1,34,38,31,65,41,67,41,81,36,11,71,21,67,67,65,66,65,64,https://sofifa.com/player/160016/jefferson-epazo/220039/
817,Scott Carson,Premier League,35,190,86,66,66,90000.0,13000.0,90,1,2,2,1,0,6.0,2,33,37,38,61,42,72,28,70,23,19,44,20,38,65,67,62,69,64,https://sofifa.com/player/157804/scott-carson/220039/
818,Markus Kuster,2. Bundesliga,27,194,90,66,67,725000.0,4000.0,89,1,3,3,0,0,6.0,1,29,31,39,64,36,52,20,58,22,16,48,18,27,66,67,62,65,65,https://sofifa.com/player/210476/markus-kuster/220039/
819,Miguel Angel Martinez,Division 1,22,184,78,66,74,1700000.0,500.0,821,10,0,0,0,3,,1,17,31,36,60,46,58,16,51,22,9,37,14,35,68,66,64,65,65,https://sofifa.com/player/255965/miguel-angel-martinez/220039/
820,James Talbot,Premier Division,24,180,80,66,70,975000.0,700.0,720,8,0,0,0,3,,1,44,41,32,62,58,52,24,64,23,23,57,28,31,68,65,61,62,69,https://sofifa.com/player/225406/james-talbot/220039/
821,George Long,League One,27,193,94,66,69,850000.0,3000.0,720,8,12,8,0,4,7.0,1,30,33,43,53,46,65,31,52,31,14,52,22,48,67,67,66,66,68,https://sofifa.com/player/202199/george-long/220039/
